Source,Destination,Protocol,Length,Src_Port,Dst_Port,Timestamp,TCP_Flags,Label,Source_IP,Destination_IP
34.120.208.123,192.168.137.139,1,60,443,52984,1717495283.1522632,16.0,Other,578343035,3232270731
34.120.208.123,192.168.137.139,1,60,443,52984,1717495283.1522632,16.0,Other,578343035,3232270731
34.120.208.123,192.168.137.139,1,672,443,52984,1717495283.1581788,24.0,Other,578343035,3232270731
34.120.208.123,192.168.137.139,1,85,443,52984,1717495283.1587522,24.0,Other,578343035,3232270731
192.168.137.139,34.120.208.123,1,85,52984,443,1717495283.1587799,24.0,Other,3232270731,578343035
34.120.208.123,192.168.137.139,1,60,443,52984,1717495283.1592774,16.0,Other,578343035,3232270731
34.120.208.123,192.168.137.139,1,565,443,52984,1717495283.3464625,24.0,Other,578343035,3232270731
192.168.137.139,34.120.208.123,1,93,52984,443,1717495283.3478034,24.0,Other,3232270731,578343035
34.120.208.123,192.168.137.139,1,60,443,52984,1717495283.3482769,16.0,Other,578343035,3232270731
192.168.137.139,34.120.208.123,1,78,52984,443,1717495283.3483112,24.0,Other,3232270731,578343035
34.120.208.123,192.168.137.139,1,60,443,52984,1717495283.3487082,16.0,Other,578343035,3232270731
192.168.137.139,34.120.208.123,1,54,52984,443,1717495283.350951,17.0,Other,3232270731,578343035
34.120.208.123,192.168.137.139,1,60,443,52984,1717495283.3513887,16.0,Other,578343035,3232270731
34.120.208.123,192.168.137.139,1,60,443,52984,1717495283.358662,25.0,Other,578343035,3232270731
192.168.137.139,34.120.208.123,1,54,52984,443,1717495283.358725,16.0,Other,3232270731,578343035
